date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2011-04-03,3,April,2011,31,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 44",3,713,1120,515,2139,2654
2011-04-03,3,April,2011,32,"Young Adults",M,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",4,1266,2320,2267,5064,7331
2011-04-03,3,April,2011,33,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,620,2171,2791
2011-04-03,3,April,2011,40,Adults,M,"United States",Oregon,Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,250,713,963
2011-04-03,3,April,2011,47,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 58",4,344,540,762,1376,2138
2011-04-04,4,April,2011,27,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,261,713,974
2011-04-04,4,April,2011,27,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-750 Black, 52",3,344,540,232,1032,1264
2011-04-04,4,April,2011,27,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,385,713,1098
2011-04-04,4,April,2011,29,"Young Adults",M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Black, 46",1,1252,2295,745,1252,1997
2011-04-04,4,April,2011,32,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,620,2171,2791
2011-04-04,4,April,2011,34,"Young Adults",M,Germany,Hessen,Bikes,"Road Bikes","Road-150 Red, 62",3,2171,3578,3470,6513,9983
2011-04-04,4,April,2011,41,Adults,M,"United States",Washington,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",2,1266,2320,1087,2532,3619
2011-04-05,5,April,2011,24,Youth,F,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,385,713,1098
2011-04-05,5,April,2011,29,"Young Adults",F,France,Nord,Bikes,"Road Bikes","Road-650 Black, 58",1,487,783,194,487,681
2011-04-05,5,April,2011,30,"Young Adults",M,"United States",Washington,Bikes,"Road Bikes","Road-650 Red, 58",4,487,783,495,1948,2443
2011-04-05,5,April,2011,39,Adults,M,"United States",California,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
2011-04-05,5,April,2011,41,Adults,F,Germany,Hamburg,Bikes,"Mountain Bikes","Mountain-200 Silver, 42",4,1266,2320,3566,5064,8630
2011-04-06,6,April,2011,18,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1371,2171,3542
2011-04-06,6,April,2011,19,Youth,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 42",4,713,1120,1046,2852,3898
2011-04-06,6,April,2011,19,Youth,M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,385,713,1098
2011-04-06,6,April,2011,34,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,191,344,535
2011-04-06,6,April,2011,39,Adults,M,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Black, 42",1,1252,2295,997,1252,2249
2011-04-07,7,April,2011,24,Youth,F,"United Kingdom",England,Bikes,"Road Bikes","Road-150 Red, 48",2,2171,3578,2528,4342,6870
2011-04-07,7,April,2011,24,Youth,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1335,2171,3506
2011-04-07,7,April,2011,28,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1335,2171,3506
2011-04-07,7,April,2011,31,"Young Adults",F,Australia,Tasmania,Bikes,"Road Bikes","Road-250 Red, 58",4,1555,2443,1695,6220,7915
2011-04-07,7,April,2011,33,"Young Adults",M,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",1,1266,2320,683,1266,1949
2011-04-07,7,April,2011,39,Adults,F,"United Kingdom",England,Bikes,"Road Bikes","Road-750 Black, 48",2,344,540,349,688,1037
2011-04-07,7,April,2011,40,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-650 Black, 48",1,487,783,124,487,611
2011-04-07,7,April,2011,43,Adults,M,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-200 Black, 46",1,1252,2295,561,1252,1813
2011-04-07,7,April,2011,53,Adults,M,France,"Seine (Paris)",Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,763,2171,2934
2011-04-08,8,April,2011,25,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1371,2171,3542
2011-04-08,8,April,2011,27,"Young Adults",F,France,"Seine Saint Denis",Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,448,1555,2003
2011-04-08,8,April,2011,47,Adults,M,France,"Seine Saint Denis",Bikes,"Road Bikes","Road-550-W Yellow, 42",3,713,1120,616,2139,2755
2011-04-09,9,April,2011,18,Youth,M,Germany,Saarland,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,763,2171,2934
2011-04-09,9,April,2011,20,Youth,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-750 Black, 58",1,344,540,126,344,470
2011-04-09,9,April,2011,24,Youth,F,"United Kingdom",England,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1264,2171,3435
2011-04-09,9,April,2011,25,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",3,1555,2443,1711,4665,6376
2011-04-09,9,April,2011,30,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",2,2171,3578,2671,4342,7013
2011-04-10,10,April,2011,24,Youth,M,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 56",4,2171,3578,2479,8684,11163
2011-04-10,10,April,2011,33,"Young Adults",F,Germany,Hessen,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1157,2171,3328
2011-04-10,10,April,2011,34,"Young Adults",F,Germany,Hessen,Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,158,344,502
2011-04-10,10,April,2011,39,Adults,M,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Black, 42",3,1252,2295,2991,3756,6747
2011-04-10,10,April,2011,51,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 40",1,1083,1701,397,1083,1480
2011-04-11,11,April,2011,19,Youth,F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,620,2171,2791
2011-04-11,11,April,2011,27,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-250 Red, 58",4,1555,2443,1988,6220,8208
2011-04-11,11,April,2011,30,"Young Adults",F,Canada,"British Columbia",Bikes,"Mountain Bikes","Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2011-04-11,11,April,2011,31,"Young Adults",F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-400-W Silver, 42",1,420,769,249,420,669
2011-04-11,11,April,2011,42,Adults,F,Germany,Saarland,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",2,1266,2320,1273,2532,3805
2011-04-11,11,April,2011,66,Seniors,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,397,1083,1480
2011-04-12,12,April,2011,27,"Young Adults",F,France,Essonne,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1264,2171,3435
2011-04-12,12,April,2011,28,"Young Adults",M,"United States",Washington,Bikes,"Road Bikes","Road-550-W Yellow, 48",4,713,1120,642,2852,3494
2011-04-12,12,April,2011,28,"Young Adults",M,"United States",Wyoming,Bikes,"Road Bikes","Road-150 Red, 56",4,2171,3578,2479,8684,11163
2011-04-12,12,April,2011,30,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,346,1083,1429
2011-04-12,12,April,2011,33,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",1,1266,2320,683,1266,1949
2011-04-12,12,April,2011,34,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,839,1555,2394
2011-04-12,12,April,2011,37,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-650 Black, 60",1,487,783,288,487,775
2011-04-12,12,April,2011,39,Adults,F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,620,2171,2791
2011-04-12,12,April,2011,40,Adults,M,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Black, 42",1,1252,2295,997,1252,2249
2011-04-12,12,April,2011,44,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1335,2171,3506
2011-04-12,12,April,2011,46,Adults,M,Germany,Saarland,Bikes,"Road Bikes","Road-650 Red, 58",1,487,783,155,487,642
2011-04-12,12,April,2011,48,Adults,M,France,"Hauts de Seine",Bikes,"Road Bikes","Road-250 Black, 58",2,1555,2443,1434,3110,4544
2011-04-13,13,April,2011,27,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-650 Red, 44",1,487,783,288,487,775
2011-04-13,13,April,2011,31,"Young Adults",F,Australia,"South Australia",Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,448,1555,2003
2011-04-13,13,April,2011,36,Adults,M,Germany,Nordrhein-Westfalen,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",3,1266,2320,2257,3798,6055
2011-04-13,13,April,2011,38,Adults,M,Germany,Saarland,Bikes,"Mountain Bikes","Mountain-500 Black, 40",1,295,540,148,295,443
2011-04-14,14,April,2011,30,"Young Adults",M,Germany,Nordrhein-Westfalen,Bikes,"Road Bikes","Road-150 Red, 48",4,2171,3578,3767,8684,12451
2011-04-14,14,April,2011,30,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",4,2171,3578,5342,8684,14026
2011-04-14,14,April,2011,53,Adults,F,France,"Hauts de Seine",Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,717,1555,2272
2011-04-15,15,April,2011,17,Youth,M,Australia,Victoria,Bikes,"Road Bikes","Road-750 Black, 48",3,344,540,248,1032,1280
2011-04-15,15,April,2011,18,Youth,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,126,344,470
2011-04-15,15,April,2011,20,Youth,M,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,620,2171,2791
2011-04-15,15,April,2011,23,Youth,F,"United Kingdom",England,Bikes,"Road Bikes","Road-150 Red, 56",3,2171,3578,3792,6513,10305
2011-04-15,15,April,2011,24,Youth,M,"United Kingdom",England,Bikes,"Road Bikes","Road-750 Black, 44",3,344,540,523,1032,1555
2011-04-15,15,April,2011,25,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1371,2171,3542
2011-04-15,15,April,2011,27,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 58",2,344,540,370,688,1058
2011-04-15,15,April,2011,27,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 58",3,344,540,556,1032,1588
2011-04-15,15,April,2011,29,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,497,1555,2052
2011-04-15,15,April,2011,32,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Red, 62",4,487,783,1121,1948,3069
2011-04-15,15,April,2011,33,"Young Adults",F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Black, 38",1,1252,2295,745,1252,1997
2011-04-15,15,April,2011,36,Adults,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 48",3,713,1120,784,2139,2923
2011-04-15,15,April,2011,46,Adults,F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-400-W Silver, 40",1,420,769,249,420,669
2011-04-16,16,April,2011,24,Youth,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Black, 48",4,1555,2443,3454,6220,9674
2011-04-16,16,April,2011,25,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,185,344,529
2011-04-16,16,April,2011,28,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1335,2171,3506
2011-04-16,16,April,2011,39,Adults,F,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Black, 46",3,1252,2295,2991,3756,6747
2011-04-16,16,April,2011,41,Adults,M,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Black, 38",4,1252,2295,2703,5008,7711
2011-04-16,16,April,2011,50,Adults,F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Silver, 42",1,1266,2320,752,1266,2018
2011-04-16,16,April,2011,51,Adults,F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Silver, 42",3,1266,2320,2257,3798,6055
2011-04-17,17,April,2011,26,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 62",4,2171,3578,2479,8684,11163
2011-04-17,17,April,2011,28,"Young Adults",M,"United States",Washington,Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,161,713,874
2011-04-17,17,April,2011,30,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Black, 58",2,487,783,561,974,1535
2011-04-17,17,April,2011,33,"Young Adults",F,Germany,Hamburg,Bikes,"Road Bikes","Road-250 Red, 48",2,1519,2443,1506,3038,4544
2011-04-17,17,April,2011,35,Adults,F,Germany,Nordrhein-Westfalen,Bikes,"Mountain Bikes","Mountain-200 Silver, 42",1,1266,2320,752,1266,2018
2011-04-17,17,April,2011,38,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1335,2171,3506
2011-04-17,17,April,2011,46,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Red, 52",4,1519,2443,3598,6076,9674
2011-04-17,17,April,2011,46,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 44",2,2171,3578,2742,4342,7084
2011-04-17,17,April,2011,48,Adults,M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Black, 38",3,1252,2295,2234,3756,5990
2011-04-18,18,April,2011,28,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 44",3,344,540,556,1032,1588
2011-04-18,18,April,2011,29,"Young Adults",M,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,497,1555,2052
2011-04-18,18,April,2011,30,"Young Adults",F,"United States",Oregon,Bikes,"Road Bikes","Road-750 Black, 58",3,344,540,361,1032,1393
2011-04-18,18,April,2011,31,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Black, 62",1,487,783,280,487,767
2011-04-18,18,April,2011,35,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,191,344,535
2011-04-18,18,April,2011,37,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 38",1,713,1120,261,713,974
2011-04-18,18,April,2011,52,Adults,F,France,"Hauts de Seine",Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,717,1555,2272
2011-04-19,19,April,2011,26,"Young Adults",F,"United States",Oregon,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,906,2171,3077
2011-04-19,19,April,2011,27,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,385,713,1098
2011-04-19,19,April,2011,28,"Young Adults",M,Germany,Brandenburg,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,601,1083,1684
2011-04-19,19,April,2011,39,Adults,M,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Black, 42",4,1252,2295,3988,5008,8996
2011-04-20,20,April,2011,26,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1335,2171,3506
2011-04-20,20,April,2011,26,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-750 Black, 52",3,344,540,248,1032,1280
2011-04-20,20,April,2011,28,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 48",2,1555,2443,994,3110,4104
2011-04-20,20,April,2011,28,"Young Adults",F,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,375,1555,1930
2011-04-20,20,April,2011,29,"Young Adults",F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037
2011-04-20,20,April,2011,31,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,942,2171,3113
2011-04-20,20,April,2011,31,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-150 Red, 62",3,2171,3578,2504,6513,9017
2011-04-20,20,April,2011,34,"Young Adults",M,Germany,Bayern,Bikes,"Road Bikes","Road-750 Black, 58",1,344,540,191,344,535
2011-04-20,20,April,2011,41,Adults,F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 52",4,344,540,741,1376,2117
2011-04-20,20,April,2011,48,Adults,F,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-500 Silver, 40",1,308,565,138,308,446
2011-04-20,20,April,2011,51,Adults,M,Australia,Victoria,Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,83,344,427
2011-04-21,21,April,2011,25,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 58",3,1555,2443,1491,4665,6156
2011-04-21,21,April,2011,27,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",4,1555,2443,2282,6220,8502
2011-04-21,21,April,2011,31,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Black, 62",1,487,783,280,487,767
2011-04-21,21,April,2011,39,Adults,M,Australia,"South Australia",Bikes,"Mountain Bikes","Mountain-200 Black, 46",4,1252,2295,2520,5008,7528
2011-04-21,21,April,2011,47,Adults,F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-500 Silver, 42",1,308,565,184,308,492
2011-04-22,22,April,2011,26,"Young Adults",F,Australia,Victoria,Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,656,2171,2827
2011-04-22,22,April,2011,29,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 38",4,713,1120,1583,2852,4435
2011-04-22,22,April,2011,30,"Young Adults",M,"United States",Washington,Bikes,"Road Bikes","Road-650 Red, 58",4,487,783,495,1948,2443
2011-04-22,22,April,2011,32,"Young Adults",M,"United States",Washington,Bikes,"Mountain Bikes","Mountain-200 Black, 42",1,1252,2295,538,1252,1790
2011-04-23,23,April,2011,23,Youth,F,France,Moselle,Bikes,"Road Bikes","Road-750 Black, 58",2,344,540,262,688,950
2011-04-23,23,April,2011,27,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 42",4,713,1120,1538,2852,4390
2011-04-23,23,April,2011,29,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 44",2,1555,2443,1141,3110,4251
2011-04-23,23,April,2011,30,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-350-W Yellow, 48",3,1083,1701,1038,3249,4287
2011-04-23,23,April,2011,30,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Black, 58",4,487,783,1121,1948,3069
2011-04-23,23,April,2011,30,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",2,2171,3578,2671,4342,7013
2011-04-23,23,April,2011,31,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Black, 62",1,487,783,280,487,767
2011-04-23,23,April,2011,31,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,942,2171,3113
2011-04-23,23,April,2011,47,Adults,F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-500 Silver, 42",1,308,565,184,308,492
2011-04-23,23,April,2011,50,Adults,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,126,344,470
2011-04-24,24,April,2011,20,Youth,M,Australia,Victoria,Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,83,344,427
2011-04-24,24,April,2011,30,"Young Adults",M,Germany,Saarland,Bikes,"Road Bikes","Road-650 Red, 52",2,487,783,310,974,1284
2011-04-24,24,April,2011,32,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",3,344,540,556,1032,1588
2011-04-24,24,April,2011,42,Adults,M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Black, 42",1,1252,2295,745,1252,1997
2011-04-25,25,April,2011,24,Youth,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 44",2,2171,3578,2671,4342,7013
2011-04-25,25,April,2011,29,"Young Adults",M,Australia,"South Australia",Bikes,"Road Bikes","Road-350-W Yellow, 40",1,1083,1701,312,1083,1395
2011-04-25,25,April,2011,30,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 48",3,1555,2443,1711,4665,6376
2011-04-25,25,April,2011,34,"Young Adults",F,Germany,Hamburg,Bikes,"Road Bikes","Road-350-W Yellow, 40",1,1083,1701,499,1083,1582
2011-04-25,25,April,2011,36,Adults,F,Germany,Bayern,Bikes,"Mountain Bikes","Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
2011-04-25,25,April,2011,39,Adults,M,"United States",Washington,Bikes,"Mountain Bikes","Mountain-100 Black, 42",1,1898,3375,735,1898,2633
2011-04-25,25,April,2011,40,Adults,F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Black, 38",1,1252,2295,676,1252,1928
2011-04-25,25,April,2011,40,Adults,M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,385,713,1098
2011-04-26,26,April,2011,26,"Young Adults",F,"United Kingdom",England,Bikes,"Road Bikes","Road-350-W Yellow, 44",1,1083,1701,550,1083,1633
2011-04-26,26,April,2011,26,"Young Adults",M,"United Kingdom",England,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,790,1555,2345
2011-04-26,26,April,2011,27,"Young Adults",F,Australia,"South Australia",Bikes,"Road Bikes","Road-250 Black, 48",4,1555,2443,1793,6220,8013
2011-04-26,26,April,2011,29,"Young Adults",M,France,"Hauts de Seine",Bikes,"Road Bikes","Road-150 Red, 62",3,2171,3578,3470,6513,9983
2011-04-27,27,April,2011,24,Youth,F,France,Essonne,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1264,2171,3435
2011-04-27,27,April,2011,29,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1335,2171,3506
2011-04-27,27,April,2011,31,"Young Adults",M,"United States",Washington,Bikes,"Road Bikes","Road-650 Black, 48",1,487,783,124,487,611
2011-04-27,27,April,2011,32,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",2,2171,3578,1240,4342,5582
2011-04-27,27,April,2011,34,"Young Adults",F,Germany,Saarland,Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,312,1083,1395
2011-04-27,27,April,2011,34,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-250 Black, 52",4,1555,2443,3357,6220,9577
2011-04-27,27,April,2011,38,Adults,F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-400-W Silver, 42",1,420,769,249,420,669
2011-04-27,27,April,2011,39,Adults,M,"United States",California,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
2011-04-27,27,April,2011,53,Adults,M,France,"Seine (Paris)",Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,763,2171,2934
2011-04-28,28,April,2011,18,Youth,M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 40",3,713,1120,1154,2139,3293
2011-04-28,28,April,2011,24,Youth,F,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,385,713,1098
2011-04-28,28,April,2011,28,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,396,713,1109
2011-04-28,28,April,2011,31,"Young Adults",M,Germany,Saarland,Bikes,"Road Bikes","Road-550-W Yellow, 38",2,713,1120,411,1426,1837
2011-04-28,28,April,2011,32,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,185,344,529
2011-04-28,28,April,2011,40,Adults,M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,385,713,1098
2011-04-28,28,April,2011,51,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 40",3,1083,1701,1191,3249,4440
2011-04-29,29,April,2011,24,Youth,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,864,1555,2419
2011-04-29,29,April,2011,26,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,620,2171,2791
2011-04-29,29,April,2011,26,"Young Adults",M,France,Yveline,Bikes,"Road Bikes","Road-750 Black, 48",4,344,540,266,1376,1642
2011-04-29,29,April,2011,27,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 58",1,344,540,185,344,529
2011-04-29,29,April,2011,28,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 48",3,1555,2443,1491,4665,6156
2011-04-29,29,April,2011,28,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 62",4,2171,3578,5342,8684,14026
2011-04-29,29,April,2011,31,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Black, 62",3,487,783,841,1461,2302
2011-04-29,29,April,2011,32,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Silver, 42",4,1266,2320,2731,5064,7795
2011-04-29,29,April,2011,32,"Young Adults",M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
2011-04-29,29,April,2011,34,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 44",2,1555,2443,750,3110,3860
2011-04-29,29,April,2011,39,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,864,1555,2419
2011-04-30,30,April,2011,26,"Young Adults",F,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-400-W Silver, 42",4,420,769,1273,1680,2953
2011-04-30,30,April,2011,26,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 44",3,713,1120,784,2139,2923
2011-04-30,30,April,2011,26,"Young Adults",M,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-200 Black, 38",1,1252,2295,951,1252,2203
2011-04-30,30,April,2011,27,"Young Adults",M,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 44",4,2171,3578,2479,8684,11163
2011-04-30,30,April,2011,29,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 52",2,2171,3578,2671,4342,7013
2011-04-30,30,April,2011,30,"Young Adults",F,Germany,Saarland,Bikes,"Road Bikes","Road-650 Red, 52",2,487,783,310,974,1284
2011-04-30,30,April,2011,31,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 44",2,713,1120,344,1426,1770
